,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
729846,18853584,190602622,2017-09-04,83425049,Suzanne,Was a very peaceful place to stay at the end of busy days in the city The neighborhood is very nice with lots of places to walk to and enjoy on a nice summer day   Check in was easy and we couldn't tell anyone else was in the rest of the house  Had everything we needed and would certainly consider booking here again,5
263984,3716193,25675988,2015-01-22,24590728,Layseen,The reservation was canceled  days before arrival This is an automated posting,5
662324,13138630,178061941,2017-08-04,101534,Karina,Robert's place is safe easy and clean  You can get a good night's sleep in a private comfortable room with great AC and nice linens  The house cat is so chill and sweet  I have allergies to cats and dust but was not at all bothered because the room was very clean  Robert has considerate post it notes in the apartment to help visitors along their way and make the stay go more smoothly  Can see why it's often booked up  Good location for transportation  Thank you,5
621031,10139922,192918043,2017-09-11,144711630,Esther,Great hots and welcoming The room was spacious clean and comfortable with access to a private garden Very good location  minutes walk from subway station and  minutes walk from Central Park Good neighbourhood quiet and feels safe with many bars and restaurants Highly recommended Thank you Alex and Mariana for having us in your house(URL HIDDEN)Esther and Julien,5
239849,18486389,197140850,2017-09-24,34934574,Chelsea,Esther's place is in a nice quiet location and is a great setup for a family or small group She was very responsive prior to and during the stay with any questions we had I recommend staying here,3
116430,10903303,65747278,2016-03-16,14513839,Izabella,WOWWhat can I say Super professional the ENTIRE time easy access to swap keys and really such an excellent location It was exactly as shown on the ad very clean and very comfortable beds I've stayed in airbnbs all over Europe Asia and north america  this one is up there with one of the best Also you cant beat the price ,5
475357,4171692,130700474,2017-02-07,69266396,Harpreet,Steven's place is a great price for a nice apartment in an easily accessible location,3
202638,63693,22948964,2014-11-18,21923737,Marina,The Cottage in the Village is lovely I grew up in NYC and I travel there quite frequently yet I have never stayed in such a special little place  We visited in November when it was cold and wet but the central heat and ample hot water kept us warm The kitchen was well-stocked with many spices oils etc which made cooking a breeze There were many useful items in the cottage such as bath products hair dryers curling irons etc To stay in NYC  - specifically in the LES which is pretty noisy - in a private quiet space with no shared walls is truly a treat And having two bathrooms is a luxury -) This might be a little esoteric the experience reminded me of the  fishing village in the film Howl's Moving Castle - the way the property appears on the outside from the street is completely different from the magical cottage in the garden Highly recommend ,5
320569,1323801,137434604,2017-03-15,106056342,François,Very cool and laid back place pretty much feels like home You can hang around cook There's even a movie projector The building is not super quiet but hey that's New York The neighborhood is very decent easily reachable and relatively close to Downtown Manhattan or Williamsburg ,5
608335,9271742,179849223,2017-08-08,134620245,Jahlil,Great size studio with nice backyard access clean with great amenitie,3
521947,13532789,101779980,2016-09-15,57156467,Robert,A great apartment in a very cool area Located on the edge of East Village in lower east side Manhattan surrounded by trendy bars and coffee shops this is the sort of place you should go to if you really want to feel like you're living the New York lifestyle Everything in the apartment was really clean and well kept the bed was really comfy the big wide screen TV had Netflix and Hulu and the air conditioning unit was a godsend in the summer heat I would definitely stay here again Thank you so much Bridget for letting me stay xxx,4
689275,4309648,140711304,2017-03-31,25087092,Ana Carolina,Our stay in this apartment was great It couldn't  have been better A place where you feel comfortable and warm Thanks to Vinneth who was very kind and comprehensive with us with our check out We highly recommend this place if you are planning to visit NYC,3
480646,275976,57932245,2015-12-30,3118025,Philip,This was my first time renting an AirBnB in NYC and Kwab made this a fantastic experience  He is really the model host -- there when you need him  Because my daughter was going to be arriving in town two days before I did and because she'd never been to NYC I was worried  Kwab was reassuring and very responsive and checked in regularly to make sure all was well  In addition he furnished very thorough instructions on how to get in and get settled  I really like both the place and the neighborhood  The beds were very comfortable and we had everything we needed  I also like the fact that the place is only a short jaunt to the Utica station from which it's easy to get anywhereI would certainly rent from Kwab again  Many thanks to him for a great trip,5
715839,2671926,52644119,2015-10-31,47225633,Reena,Sara was an amazing host Very thoughtful & considerate She even thought of providing me with an umbrella on a wet & rainy day which made a world of a difference to my entire day Her place is immaculate Very clean The location is also perfect very central & literally just next to the train station I had a fantastic time staying at Sara's Very pleased with the whole experience Thank you Sara ,5
311109,13067176,187136873,2017-08-26,31422449,Chelsea,The neighborhood is safe quiet and beautiful with restaurants and shops all around The Whitney Highline and Chelsea Market are all a couple minute walk away as is the subway to anywhere else you could want to be The kitchen was fully stocked to make some meals at home and the bed was very comfortable There was AC and cable TV for the few times we wanted to just chill at the apartment I honestly think this is the best neighborhood at stay in manhattan if you want to see the city but still be able to sleep and relax,4
387969,3751894,24225757,2014-12-23,20627694,Johan,Great location  Easy to get to Manhattan  Enjoyed our stay  Stunning little restaurants all around the loft  Thanks for a very memorable vacation ,3
341760,7620785,67304452,2016-03-28,14487797,Eric,These hosts were so incredibly welcoming and kind I couldn't recommend a better Airbnb experience I learned so much from them and even experienced a taste of their culture I now consider these hosts my friends and hope the same for you,5
605295,11125166,73561496,2016-05-08,41165051,Christina,Sauberkeit lässt zu wünschen übrig Ohne Schuhe konnte man das zimmer nicht betreten Preisleistungsverhältnis stimmt ,5
166310,7221446,53198793,2015-11-06,46731269,Brady,"Don't let the chance to stay in this apartment pass What an amazing first experience with air BnB We arrived into New York with no stress because Natalie left the key out for us so we could arrive at anytime When we walked in we were taken aback by how beautiful the apartment was exactly if not better than described it was light and clean and Natalie went OVER AND BEYOND for us as we have specific diet requirements Natalie surprised us with high quality organic breakfast milk treats and so much more that contributes to our chosen life style It didn't stop there the room had a bottle of wine with a lovely welcome note soaps razors face wipes AND a book that featured all the hot stops to see during our stay The bed was super comfortable great after a long day of hitting the pavement The location of the apartment couldn't of been better the subway is just around the corner next door to the best bagels we ate in New York Natalie gave us a lesson on catching subways and away we went super easy and hands down the best transit system Natalie was an amazing host she was kind and super informative she gave us privacy but allowed us to feel like we were apart of her life as locals in NYC We not only had the best time in New York but we left with the best memories of our stay plus new friendships Not only with Natalie but ""Kitten"" the cat who is the sweetest kitty We can't wait to go back to New York to stay with Natalie again",4
549292,289288,4796414,2013-05-26,6457868,Dean,Max was great and his place was great Max made sure I had what I needed and his place is a nice apartment in a really good neighborhood I'd definitely stay ay Max's place again,3
727961,14114009,140750443,2017-03-31,30427490,John,Quick and easy check-in Great value convenient location Perfect for a solo traveler looking for an easy place to rest your head for the weekend ,3
640682,2524451,32294505,2015-05-16,22256016,Johannes,As discribed Clean and good connection to Manhattan,5
152402,10411964,101493748,2016-09-13,94269789,Cassandra,Daniel is extremely nice his place is clean and very welcoming It was the perfect place to stay for a short visit in the city His house rules are very simple and the instructions was not hard to follow I don't visit NYC very often because it's very hard to find somewhere to stay that makes me feel comfortable and at home Daniels place did just that and exceeded all expectations ,5
297527,488211,27087756,2015-02-25,6329908,Birgitta,Trevlig lägenhet lugnt skön stor säng,5
517350,13437815,142498526,2017-04-08,23545132,Chase,Strong recommend Very close to transit and Central Park,5
600578,839336,3355171,2013-01-15,1656572,Toni,Eddie was great host Communication was really smooth Apartment itself is new and really clean as well awesome location close to everythingI dont think we could have found a better place to stay Eddie even let us to check in earlier and check out later because of our flightI would totally recommend this apartment to future NYC visitors,4
360882,9366256,57389014,2015-12-25,46320313,Kexin,very nice and warm house Bus is very convenient only two or three mins to walk to the bus station( depends on which bus stop u r going) Subway u need to walk cross several avenues Natural history museum metropolitan and house are almost in a straight lineRoom is nice and clean for two girls are totally enough(-m tall) and one thing I didn't expected is that apt is on the fifth floor with no elevator ( my friend has two big suitcases so ))  ,5
102606,15819665,180956058,2017-08-11,136065042,Manuel,Great place clean and quiet Close to shops and metro We can recommand that place The kitchen is not really fully equiped to cook a proper meal No eating table Despite of that the pictures and the text accord to the reality,3
778897,5892693,30241330,2015-04-19,2979748,Daniel,Great place great neighborhood everything as described Adam & Allen provided very clear instructions in advance so getting in/out was  a breeze Freshly redone big clean studio with a kitchenette smart TV ceiling fan even coffee and a bottle of wine There was a very well done print-out of maps and info on basically everything you'd need to explore North BK Always hate to see 'strict' cancelation policies and cleaning fees (in addition to the AirBnB juice the extras start to add up) but that's about policy and not the place We would def stay again,3
128867,1633420,68021063,2016-04-01,10146979,Salif,Tia was a really nice host She was really helpful for getting around and answered all my questions Thanks again,5
347647,7905098,78796220,2016-06-09,45181404,Česnakas,We get what we expected Thanks for hosting] very good comunication,5
269110,19210812,183957947,2017-08-18,12059489,Marco,Orietta has been extremely helpful with all the information we asked her Our family vacation was wonderful thanks also to her The apartment is located in a very nice neighbourhood in the Upper East Side of NYC The subway station is just  blocks from the apartment The kitchen living room and bedroom have nice modern furniture Fast wifi connection and tv Good value for price We do recommend this apartment,4
507243,270231,3004789,2012-12-01,4227214,Joan,FrenchC’est un peu comme être chez des amisCésar et Janina sont des hôtes super sympas  Ils ont vraiment été accueillant vous demande si vous n’avez besoin de rien et m’ont offert le petit dej’ durant les  jours que j’ai passé chez eux  Ils seront également ravis de partager leur bon plan new yorkais et d’écouter vos récits de voyage vos expériences autour d’un verre en rentrant le soirLeur appart est super la chambre est grande le lit tout neuf est super grand avec serviette et couverture toute propre (correspond exactement à la photo) Les parties communes  la salle de bain est toujours bien rangée et propre la douche est bien le salon est grand et la cuisine est parfaite pour prendre le petit déjeuner avant d’explorer la big Apple Prenez  le métro n° jusqu'à la station nd Streets (à min) et vous serez sur Manhattan en minN’optez surtout pas pour les hôtels du centre ville les prix sont surévalués et souvent pour une chambre minuscule et avec toilettes et douche communes… Choisissez plutôt Airbnb vivez avec des New Yorkais et profitez de l’appartement de CésarEnglishCesar and Janina are very friendly hosts They made my stay at their place so enjoyable the room is large and cosy the bed brand new the bed sheets fantastic (as you see it on the picture) the shared bathroom is great and extra clean with a good shower the living room is large it is perfect to have a nice talk with Cesar and Janina and the kitchen just what you need to take a good breakfast before exploring the cityDo not go to Manhattan hotels you will pay an incredible price for a tiny room with  people sharing one toilet and a bath Use Airbnb instead and enjoy your stay at CesarThanks Janina and Cesar ,1
670201,3696746,105076715,2016-09-30,1320095,Mat & Laura,Overall a very pleasant experience Jed was very welcoming responsive and attentive The flat had everything we needed and its location is great - near interesting neighbourhoods and shops / min walk to reach subway stations and both the Flatiron and Madison Square ParkThe flat is slightly dark but is very clean and comfortable  We definitely recommend Jed's place - we did enjoy our stay,3
153231,2124536,181306095,2017-08-12,25495877,Charles,It's a beautiful loft near ground zero and close to the subway As a loft the beds are in the same room one with a mezzanine Adapted for families or good friendsWe had a great time in this loft and it was nice that the owner was anytime available to answer questions,5
523816,828130,8197903,2013-10-20,9110097,Kyle,I had a wonderful experience while staying with Monica  She was very friendly and the apartment was more than accommodating  The apartment is right around the corner from a subway line for easy access to Manhattan but the neighborhood was fun to walk around too Had a great time and Monica was huge help in getting me settled,4
152121,16164200,135591777,2017-03-05,94711519,Nikie,David was an amazing host & his Loft was amazing as well as the location ,2
571812,11323125,101489954,2016-09-13,94232529,Laura,Helen was a gracious and friendly host Her listing was accurate and if you are a female looking for a clean low key place to sleep while working or visiting the city her place is great  Helen's place is conveniently located to the subway and the neighborhood is quiet It was a very pleasant stay,5
594974,3369100,88489781,2016-07-24,43044474,Cassandra,The apartment was everything we could have asked for Michael was incredibly accommodating and allowed us to put our bags at their place before our check in The place was clean and cool The location of the apartment is perfect for going into Manhattan or adventuring around Brooklyn This was by far the best Air BNB I have ever stayed in and I would highly recommend it to others ,4
145721,16012259,143624258,2017-04-12,47660729,현주,Her place was so nice and clean Don't hesitate I will garantee ,5
560765,7255061,78470354,2016-06-06,33108629,Vicky,The house was amazing My family was a group of  includes a kid and the house fit everyone comfortably The kitchen was well decorated and filled with cooking stuff my mom was really happy to find everything she needs and cook her own meal The neighborhood was super quiet and the house itself is huge The host is very very responsible he took care of my family's emergency situation My first airbnb experience and the best ) ,5
306482,581180,3912341,2013-03-26,4911799,Julie,Super studio exactement comme sur les photos situé sur une rue animée avec une tonne de services à un seul coin de rue dont une station de métro de la ligne C une épicerie h un service de location de vélo et des restos à profusion  La localisation est idéale pour découvrir tant Brooklyn que Manhattan  L'appartement était  facile à trouver et très propre en plus d'être bien équipé  wifi séchoir à cheveux lave-vaisselle cuisinière grand frigoDana est une hôte sympa très facile à rejoindre autant par courriel que par téléphone  Elle rend disponible plusieurs sources d'information sur place dont une carte murale du métro des magazines récents sur New York une description des différents quartiers de Brooklyn etcBref pour ma première expérience avec Airbnb tout était impeccable,1
16112,3884893,30128324,2015-04-18,23268619,Chuck,Overall a disappointment  This is a small apartment  Access to it is via a narrow stair with a railing so wobbly it had to be reinforced with moderate success by a bent iron rod loosely attached to the opposite wall  It's single file walking straight up with almost no room for luggage  Beyond the door is a small one room combo dining/kitchen area with three small bedrooms adjoining it  A dead plant and a few empty wine bottles in the window set the atmosphere  My small windowless bedroom had a private bath while the other two share a bath off the dining area  (You may encounter as I did the host's girlfriend dashing across the room clad only in a towel)  My bed came equipped with only a fitted sheet two pillows and a comforter giving it a sad flophouse/hostel feel  The flat sheet was found a few days later folded in another one of the rooms  When I asked the host about it he responded as though he didn't quite know how a bed should be made  The room itself was clean for the most part except for underneath the bed where there were socks assorted papers half an inch of dust and an unwrapped candy chew that had been there so long it had petrified  You should bring an extra roll or two of toilet tissue as the host provides little and keeps the extra stock in his locked bedroom  The room with the private bath also comes with an air purifying device which I suspect was placed there to mask the thumping latin music from the apartment next door  The throbbing bass invades the room most of the day eliminating any chance of crashing for an hour in the afternoon before going out for the night  Most nights I found it finally ended around  pm  The other sound issue occurs every single morning when the residents of all the floors above come thundering down the staircase on the other side of the bedroom wall  I confirmed this was an issue for guests using the other bedroom as well  Unfortunately the area around the apartment is a culinary desert  Had to walk several blocks down Lexington to find a decent burger  There is a small grocery around the corner  It's true that the # train is only a few yards away from the door of the apartment building making it relatively easy to escape to real food and a much better environment elsewhere in the city ,4
438197,12680171,101336025,2016-09-12,67344683,Loren,Rupi was very helpful in advance of my visit answering my questions about the area getting around etc She was mos accommodating of my travel plans with late arrival and handled the late arrival of my traveling companions plane that made me late for meeting her extremely well While she was headed out of town herself she provided me a nice tour of the house and contact info for a relative in the area if I had any needs or issues Truly a  star host that made my first airbnb experience wonderful,5
412007,1932459,75643382,2016-05-22,12068395,Huayan,Practically like staying in the hotel great location very nice hotel Highly recommended,3
548684,2015168,109143472,2016-10-19,23083625,Ruben,i was at Jennifer's house during  lovely days Everything is as you can see in the pictures which was a relief after a not good experience that we had before in NYC  Everything was absolutely clean The district is paceful and there are  supermarket  pharmacy and  metro stop just within  min walking She helped as in everything i asked I highly recommend her flat for a stay in the amazing NYC,5
51575,16552108,146997928,2017-04-24,117350125,Walter,DM's apartment was perfect Small and cozy but spacious enough for  people Close to  subway lines  and shops Would stay again in a hearbeat,4
122298,5395679,142079092,2017-04-06,76467519,Adnan,Great place with affordable price,3
475355,4171692,127343383,2017-01-17,8035651,Matilda,Steven's place is a place you can truly make home I really enjoyed staying here Everything as the pictures shows Easy to get to and just a dream to stay in When I'm back I hope to stay there again Thank you for your hospitality ),5
155098,3202590,38166384,2015-07-13,13970317,Christelle,First in french then in englishNous avons été très chaleureusement accueillis par Althea L'appartement était très propre et en ordre Une petite attention sous forme de produits locaux nous attendait Le quartier est incroyablement calme et on trouve plein de magasins d'alimentation à proximité We were friendly welcomed by Althea She was a really attentive host The appartment was very clean  The neighborhood was incredibly calm and there are a lot of stores around ,1
729147,211974,52797562,2015-11-01,8768000,Lantian,Goldi was a very welcoming and generous host He was kind enough to accommodate a late-night arrival and had the house prepared for my stay on short notice The place is such a treasure It feels out of this world The care and attention Goldi has put into this house is palpable Quality of sleep is excellent Cats are great company Hope to return some time Thanks Goldi,3
40865,3953942,82362940,2016-06-27,77366195,Mylène,Justine est une hôte excellente  Elle s'est montrée très disponible et répondait rapidement aux messages Aussi nous avons récupéré la clé très facilement dans un café non loin du logement La description du logement correspondait exactement à ce que nous nous attendions De plus son appartement situé dans un immeuble tranquille était propre et coquet En ce qui concerne le quartier il était des plus charmants de Brooklyn Bref nous avons beaucoup apprécié le temps passé dans Crown Heights et nous recommandons fortement de faire affaire avec Justine ,1
651594,1149845,47663258,2015-09-21,38392421,David,This is our first time at an AirBnb so we don't have a standard to compare to so I'll just describe how it went Madlene waited for us at the apartment despite our late arrival The location of the apartment is fantastic just blocks from Times Square and Hell's Kitchen Street construction was going on out front so keep that in mind when ordering car service or uber because the drivers get confused The apartment is big for NYC so  people had enough space but it is a NYC apartment so the walls are paper thin and we could hear all the noise in he hallway and people coming and going out the front door The air conditioning works great and cooled the place off nicely The apartment could have been cleaner and the beds have seen better days so if you have back problems or trouble sleeping in general you might have trouble here,4
468370,16402004,121737661,2016-12-18,28376409,Maite,Great,3
354990,7150327,169745233,2017-07-13,94152133,Jasmine,I had one night in NYC before flying out of JFK and this was the perfect Airbnb for me It was a great value and very easy to find thanks to Aaron's thorough directions It's close to just about anything you could need Probably hard to get into the city- we didn't try- but if you're just looking for a place to stay for a night this is it The outside is a little sketchy and I would have been really freaked out if I hadn't been with my boyfriend- but on the inside it's perfectly fine Also Aaron has tons of fans and the room had an ac unit which made the stay a lot more pleasant All in all great value and I would stay again ,3
499452,8953522,68882024,2016-04-07,20809514,Lois,My husband and I were very happy with our stay at Kaye's    She was welcoming and hospitable and the apartment was very clean cozy and functional    We hope to visit again soon as my daughter's family lives so close in such a great neighborhood,4
139047,9670576,115186294,2016-11-22,104694407,Robert,I enjoyed this place It was easy to get to quiet and the host was very helpful,2
363131,6372119,55750281,2015-12-05,45909094,Eric,As advertised nice apartment in UES Patrick is friendly and accommodating great couch for the night ,4
609230,14723414,166288290,2017-07-03,131703299,Kate,The host canceled this reservation  days before arrival This is an automated posting,2
406536,14341397,132556615,2017-02-18,19526924,Baptiste,Our stay at Kostas' place was great We've been warmly welcomed there and we found everything we needed in the apartment The proximity with Kostas' parents makes the check-in and check-out really easyThe place is about  minutes away by walking to the closest Subway station which is really convenient to reach Manhattan quickly,5
747917,1791502,26398348,2015-02-11,9252334,Jason397430,brightly and lovely bed room the apt near the subway station just one stop  u can get Manhattan this area are lots of restaurant  bar supermarket u can get any taste u want next time i will choose here again,5
313214,921695,99394774,2016-09-04,48107062,Nidhin,Place is always cleanHenry is approachable and friendly,5
243832,1294417,137126423,2017-03-13,25574879,Lucie,C'est l'endroit parfait pour se reposer après le rythme effréné des journées à arpenter Manhattan La maison est calme douce avec un petit feu de cheminée quand il fait - dehors c'est bien agréable de rentrer au chaud dans un univers cosy avec des hôtes (URL HIDDEN) chambre est très confortable avec sa salle de bain privée Le quartier est juste incroyable pour ceux qui aiment le street art Très bien situé pour les transports en communTout était parfait,1
65261,5926953,78850342,2016-06-09,69546612,Jeff,Steve was accommodating and friendly  Listing is accurate and the room is fairly priced  About a  minute walk to the closest subway but most of it is a nice walk through some good neighborhoods,5
604337,548056,2875478,2012-11-13,3547657,Annika,We had a short but lovely stay here The apartment is cozier than what you get from the photos It had everything from spare linens to spare beer in the fridge The location is great there are dozens of good restaurants and bars within minutes and the subway is near This was the perfect East Village experience The apartment is one floor up from the street and on weekend nights it can get a bit noisy Otherwise this is a perfect place to stay James was friendly check-in times were flexible ,4
397148,17254706,191219716,2017-09-06,45602977,Stephen,Have some incense smell in the house We have to walk outside our room to the bathroom and we saw people sleeping in the living room during our stay,5
40755,8055582,166837702,2017-07-04,3906792,Thessaly,Brady's brownstone is a European/Southeast Asian style Guesthouse perfect for the budget traveler  I enjoyed being in a real Brooklyn neighborhood (not hipster) and exploring a new area  The neighborhood was very quiet at night and all the guests were respectful of the quiet hours as well  Easy walk to  subways and lot's of local snackeries around   The guesthouse is delightfully decorated with colorful accents and the linens were clean beds comfy  It's not ritzy or fancy - somewhat college-dorm-ish but cuter   Complimentary coffee and snacks  Check in/check out are super flexible and easy and DIY   A great pied-de-terre for the unpicky budget traveler,5
504082,195123,518418,2011-09-10,938465,Nadine,Susan is such a wonderful kind lovely and easygoing person I stayed in her place for  days It was a great experience well beyond my expectation She made me feel like home If I had a problem or just needed somebody to talk to she would take the time to talk to me I loved the time staying at her place hanging around in the evening and playing with her cats (they are very cute by the way) I'm glad I got to know her and if I need a place in New York City again I'd stay at her place,5
757836,14254221,137603645,2017-03-16,12268915,Penny,Jessy's place is wonderfully well positioned It is a few steps from amazing shopping and restaurants in Soho right next to China Town and an easy walk to the East Village and the LES We were there during winter storm Stella and Jessy was very proactive in helping us out - she brought space heaters just in case we needed them checked in on the day of the storm to make sure we had food (and offered to share her food with us) and was always available to answer questions and help solve problems The space itself was very comfortable - the master bedroom has a queen sized bed with a fluffy duvet (and good pillows) and closet space and the two teenage boys each had their own very comfy beds in the living room - we all slept well There is occasional city noise at night but nothing unmanageable and that is the price you pay for being in the heart of Manhattan The space was very clean and very well maintained and the kitchen was fully functional and well equipped for a few basic meals When we arrived Jessy had provided almond milk and regular milk and there were snacks and some instant oatmeal that we were invited to enjoy The kitchen was supplied with cooking basics as well - salt pepper spices olive oil All very thoughtful touches which made our stay very enjoyable The bathroom was small and very clean and there were plenty of fresh fluffy towels for us There was nice quality shampoo conditioner hand and dish soap provided as well These little touches made the space feel very homey and comfortable I would not hesitate to stay here again and I will definitely recommend Jessy's place to my friends travelling to NYC,5
530421,206071,189394153,2017-09-01,123851582,Paulina,Staying at Lori's flat was the best choice we could made Starting with contact with her which was regular easy and all informations were included every time as well as the answers for questions Beside conversation Lori provides her guests with details what really decrease other potential questions or issues also she gives many tips about NYC (transportation events websites etc) Flat was clean well prepared and everything as told before There is many stores in the neighbourhood and metro is less than  min away Our stay was lovely with no issues comfortable and once again as described I read everything closely so I wasn't surprise with anything I would definitely stay again with Lori -),5
404491,2071140,20330769,2014-09-28,7764979,Cecilia,Sachin was very helpfull with everything He answered every message and every doubt instantly Excelent hostThe apartment is exactly as in the pictures Beatufilly decorated and very comfy The location is perfect is three block from the subway and very close to important atractions We are very happy with choosing Sachins apartment,4
572198,1584051,106506933,2016-10-06,18193661,Minhua,只有一张勉强能睡人的床在客厅房间是儿童床并不适合夫妻或朋友出游居住只适合单身带儿童的游客。地点并不是十分靠近地铁站需要步行-分钟。,5
581052,6658537,135626590,2017-03-05,65849622,Peyton,I stayed here for  months and it was perfect for everything I needed It was clean a few blocks from the  line had all the amenities I needed and was in a great location to walk to major parts of Manhattan The building was quiet as far as New York apartments go and Nicolo was a great host and easy to communicate with I would definitely recommend staying here ,3
268336,843015,16442861,2014-07-27,18658564,Yesica,Thank you Netty for all your attentions she was very kind clear and easy instructions Even though we shared the restroom we had our privacy and everything worked well  It is true that it is an old building and the apartment is not new but it meets your needs  Real bed (perfect for two persons) own AC restroom (she provided towels) and you can also use the kitchen if you want A kind gesture of her was when my friend was feeling sick and she was coughing a lot Netty offered us some medicinethank you ,4
660108,4050254,125565679,2017-01-06,49503489,Gustavo,Emily y Joel son unos anfritiones de lujo Muy cerca del Metro y de todo lo necesario para una estadia de varios dias ,5
248354,13416582,144849581,2017-04-16,24048043,Josh,I had a great time staying in Amine's place The location is perfect the apartment is clean and the bed comfortable  Amine was a gracious host I loved everything and definitely recommend to others ,4
474836,13654069,101490534,2016-09-13,83751073,Katharina,Our stay with Amy was great Even before we arrived we were able to ask any questions and always got a quick response The room was really nice clean and had a private entrance The apartment is also very clean and is located near the subway We would definitely come back any time,4
430836,3769052,19164203,2014-09-07,20076305,Lee Ann,Melody is super helpful kind and accommodating My stay was relaxed and pleasant The location is lively great and convenient to east and west sides of the city (If you're not familiar with non-touristy NYC however this place may not be for you) ,3
126437,2206115,127002172,2017-01-15,10216170,Nancy,This was a quiet room great location and had all you needed in kitchen  Comfortable couch and bed  Outside deck was quiet and ability to grill was a bonus  Host was pleasant and attentive,5
154177,715270,17201757,2014-08-09,14835776,Lingyun,It is a good place to stay after (URL HIDDEN) is spacious with two beds kitchen is clean and well equipedalthough there are several guests all are kind and considerate Shopping and traffic are really convenient neighbours looks most Mexicans and they ate friendly,5
74922,10660249,189718522,2017-09-02,141601210,Luke,Jennifer was a great host She works at a coffee shop right next door is very friendly and was always available to ask any questions The place is small but for Manhattan it's a really good value and is fine for - people Walking distance to the High Line and plenty of other restaurants and attractions Would definitely recommend,5
351930,302057,13249133,2014-05-23,14759715,Madina,Alice was very friendly and helpful during our stay She gave us great ideas of things to do in New York and made it easy for us We even got to witness a movie set on the street Good location and clean/comfortable room If you are lucky enough cats might even allow you to pet them I recommend this place for everyone,5
632371,3972453,176330533,2017-07-30,12205145,Violeta,The place is great Ideal for a family It has a great location and is very comfortable Everything was exactly as shown in pictures,3
82860,4976848,154907386,2017-05-26,102108480,Eleanor,Great hosts Small apartment but comfortable It is a th floor walk up and the neighborhood is loud so if that will be an issue look elsewhere Overall I was very satisfied,4
251967,891117,107820124,2016-10-12,5117537,Dasa,Joe is always willing to help ,5
359446,10089333,76028416,2016-05-24,66806312,Miles,I had such a wonderful time in this space The host was amazing and extremely accommodating from the moment he accepted my reservation It was a large open and unique space with everything and a bit more than I could of asked for I can't wait to come back and spend more time here It was hard leaving after such a great and memorable time Thank you for everything,5
357150,12653674,107483468,2016-10-10,82293676,Roberta,l'appartamento era conforme all'annuncio un po' pesanti i quattro piani senza ascensore (soprattutto con le valige) il quartiere era tranquillo noi rientravamo sempre dopo la mezzanotte senza problemi la metro è vicina,1
643561,10360180,151580384,2017-05-13,56577101,Wilfried,Over all exactly how he describes it We had a good time Clean quiet safe Anytime again,5
724094,19343700,188499165,2017-08-29,15016215,Gabe,Shaun was extremely clear and helpfull all the way through Much appreciated,5
190787,4172947,144777253,2017-04-16,8915416,Girish,Great stay  Exactly what we needed for our family stay in Brooklyn  The extra bedroom was essential for our little one to sleep in and the main living space was spacious  Easy to park in the neighborhood  Thanks for hosting us Zoya,3
704285,5666719,41395646,2015-08-07,25302846,Jasmine,The room was comfortable and our hosts were extremely accommodating They were very friendly without being imposing We had all the privacy we could want give the room a hotel feel Thank you so much guys ),5
151509,808697,58514068,2016-01-03,33256096,Erin,Wow  I can't say enough about this wonderful apartment  It was in the perfect location and had exactly what we needed for our  night stay  The apartment was clean and spacious with plenty of sleeping options  We were so close to Times Square Madison Square Gardens and many other attractions  The neighborhood is wonderful and there were so many great food choices so close by  We used the subway often which was  short blocks away and never had to pay for a cab  The communication between myself and the host was excellent and she always made sure we knew exactly what to do  Her response time was often within minutes  Thank you again and I hope we get a chance to stay the next time we are in NYC  ,4
251501,9594568,75168250,2016-05-19,60350249,George,My host made me feel extremely welcome and had even prepared a nice snack that was waiting in my roomHer description was complete and accurate in every way She could not been more helpful generous and thoughtful There couldn't be a better host,2
152308,18771633,169780036,2017-07-13,41058887,Omna,The best host I have encounter on this site  Gets back to you promptly when you have a question or concern Very accommodating and helpfulThank you I will stay here again for sure ,2
387010,13098701,115682265,2016-11-26,91196420,James,Great experience Location Location Location Lots of Room Everything you need,3
527734,8551446,176739148,2017-07-31,138846142,Nola, Nick's place was very well positioned as I discovered because I was able to walk to the heart of Manhattan relatively easilyThe apartment is attractive and comfyand Nick is a helpful host,4
559750,15855713,182846782,2017-08-15,8879281,Ann,This is a convenient location The space was very clean and the host was attentive,2
478796,6898500,84551880,2016-07-08,23881140,Richard,,5
320338,8322478,188950553,2017-08-31,4577417,Thorsten,Apartment  sehr sauber Küche umfangreich ausgestattet Betten komfortabel schönes geräumiges Bad Lage  sehr gut mit der Subway (A C Train ) zu erreichen  Entfernung zur Bahn  bzw Minuten  A Train Express  fährt in  Minuten nach downtown/ Fulton StreetEinkaufsmöglichkeiten  Supermarkt und Deli's fussläufig  Bäckerei mit Bio Brot ca  Minuten zu Fuß,4
526793,12936207,116015699,2016-11-27,88486637,Danita,We had a wonderful time at Harvin'sCheck in was very easy  Harvin checked in with us during our stay which was very nice We checked out a lot of the local shops and restaurants Harvin suggested and had an awesome time  We will definitely book with Harvin again,5
